Series Name,Series Code,Country Name,Country Code,1990,2000,2010,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Lao PDR,LAO,140.3834751,1399.816699,2463.637223,2747.665717,2832.497581,2775.053749,2808.074951,2855.975342,2902.381348,2953.514404,3031.696777,3276.32969,3934.873608
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Latvia,LVA,0.004731845,0.36081,0.487086,0.49756,0.497436,0.484534,0.484535,0.489931,0.479802,0.469668,0.464531,0.481082,0.502885
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Lebanon,LBN,183.5215365,757.141205,781.8423633,707.7688883,682.2181284,643.8123447,619.0128895,629.0792236,637.4685059,1261.380493,4099.507813,8118.292366,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Lesotho,LSO,1.115999134,2.413979815,3.806158747,4.59576909,4.713989734,4.962021791,5.440633297,5.88551569,6.087206364,5.907959938,6.194139481,6.10166196,5.868046593
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Liberia,LBR,0.219786316,0.309184509,0.502238238,0.498116481,0.516691388,0.479498014,0.41999536,0.384615516,0.346489368,0.371666181,0.433967147,0.440192225,0.4301325
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Libya,LBY,0.107222871,0.179220682,0.486070535,0.648675126,0.575411508,0.616923074,0.770584822,0.809508692,0.860261436,0.843019121,1.762639523,2.347846267,2.145242542
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Lithuania,LTU,0.001313114,0.451667,0.450451,0.442622,0.445738,0.438439,0.442718,0.44662,0.431815,0.433452,0.440353,0.472136,0.506025
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Luxembourg,LUX,0.926284,0.955731,0.925799,0.884138,0.881025,0.851894,0.84831,0.848866,0.829429,0.838162,0.83508,0.82009,0.855511
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,"Macao SAR, China",MAC,2.782391325,3.639506726,4.215609934,4.860661983,5.137023449,5.117854118,5.154916286,5.212246777,5.243464455,5.162554779,4.897174411,4.624331467,4.670654753
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Madagascar,MDG,83.58747069,306.9798713,642.4702827,814.7194089,872.8717767,923.4951219,990.8403931,1079.0802,1121.694458,1145.665649,1173.855225,1171.701947,1229.329814
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Malawi,MWI,1.464685441,17.97298067,70.52742878,149.4388837,192.1409471,229.4150819,262.3086548,286.320282,298.6713562,298.3864441,294.8579102,322.484217,382.2764917
